id,guid,name,image,isbn,rating,review_count,book_format,language,price,description,stock_available,amazon_bestseller,bestseller_age1,bestseller_age2,bestseller_age3,bestseller_age4,bestseller_age5,bestseller_age6,most_borrowed,borrowed_age1,borrowed_age2,borrowed_age3,borrowed_age4,borrowed_age5,borrowed_age6,suggestion_age1,suggestion_age2,suggestion_age3,suggestion_age4,suggestion_age5,suggestion_age6,tag1,series_id,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,age_group_6
1853,,Queen Elizabeth I,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409563853.jpg,9781409563853,4.12,8,Hardback,English,"₹ 1,248.53","A colourful and beautifully illustrated biography of one of England's most famous monarchs. Locked in the Tower of London, Elizabeth is never expected to become queen. This is her incredible story, from outcast Tudor princess to a great ruler who led her country into an extraordinary Golden Age. Part of the Usborne Reading Programme of over 300 books, specially developed with reading experts. Young Reading Series Three is for fully confident readers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1854,,Queen Elizabeth II,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8013/9781801319171.jpg,9781801319171,Not known,,Hardback,English,₹ 909.01,"The Queen was Britain's longest-reigning monarch and one of the most famous women in the world. But what was she really like? This enthralling story of the life of Queen Elizabeth II is full of photographs and facts that capture the drama and grandeur of her reign, from her childhood during the Second World War and her coronation to the very last days of her reign. Perfect for older fans of Little People, BIG DREAMS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1855,,Queen Victoria,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409549871.jpg,9781409549871,4.3,10,Hardback,English,"₹ 2,487.89","A lively and intriguing biography of Queen Victoria, from her difficult and lonely childhood to her life as one of the most powerful women in the world. Fascinating photographs and a family tree are supplemented with internet links which allow the reader to find out even more about the life and times of Queen Victoria. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton, this level is suitable for those ready to tackle longer and more complex text.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1856,,Robin Hood,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746085622.jpg,9780746085622,4.03,35,Hardback,English,₹ 822.66,"An exciting story from the legend of Robin Hood, retold for for children growing in reading confidence and ability. When Much Middleton's father is arrested by the evil Sheriff of Nottingham, Much seeks the help of the mysterious outlaw, Robin Hood. Beautifully illustrated by Alan Marks. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1857,,Robinson Crusoe,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080801.jpg,9780746080801,3.71,589,Hardback,English,₹ 808.81,"The classic story re-told for children growing in reading confidence. Follows the adventures of Robinson Crusoe, who survives a shipwreck only to find himself stuck of a desert island! How will he manage alone? Featuring the colourful illustrations of Peter Dennis. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1858,,Romeo and Juliet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746069332.jpg,9780746069332,4.2,97,Hardback,English,₹ 836.50,"Attractively presented retelling of the story with fabulous illustrations. Clear, engaging text to encourage independent reading with direct speech and speech bubbles. With Internet links via the Usborne Quicklinks Website where readers can find out more about Shakespeare and listen to famous passages from the play. Usborne Young Reading has been developed in consultation with Alison Kelly, Senior Lecturer at Roehampton University. Part of Young Reading Series 2 for readers growing in confidence.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1859,,Samurai,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746084144.jpg,9780746084144,4.11,18,Hardback,English,₹ 628.81,"Tells the story of the Samurai and how they shaped Japan's history and culture with their training methods, battles and belief in death before dishonour. Includes timelines and Internet links to recommended websites. Vividly illustrated by Jason Eagle. Young Reading Series Three are for confident readers who still need to gain the stamina needed for standard length books. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton and a history consultant.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1860,,Sleeping Beauty,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794514587.jpg,9780794514587,3.81,36,Hardback,English,"₹ 23,310.42",A retelling of the classic fairy tale in which a young princess falls into a deep sleep due to a curse after she pricks her finger on a spindle.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1861,,Spartacus,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409535935.jpg,9781409535935,3.6,10,Hardback,English,"₹ 1,073.95","The remarkable, true story of a slave who gained fame as a gladiator and led a revolt against Roman slave owners. Specially written for children growing in reading confidence. Accused of deserting the Roman army, Spartacus finds himself sold into slavery. When he is forced to join gladiator school, only one thing is on his mind - escape. With dramatic illustrations that bring the story to life. Includes a glossary, timeline, maps and internet links to recommended websites to find out more. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1862,,Stage Fright,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080825.jpg,9780746080825,3.67,15,Hardback,English,₹ 803.04,An exciting and original story for children growing in reading confidence. Dom and Abi set out on a dangerous quest to discover the secrets of the magician Mesmo. Are they putting themselves in the line of fire? Featuring the atmospheric illustrations of Alan Marks. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1863,,Stories of Cowboys,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794518226.jpg,9780794518226,4.1,10,Hardback,English,"₹ 1,331.28","Collects three stories featuring cowboys, including one about a cowboy who tries to outwit a sneaky cattle rustler, another about a runaway wagon filled with schoolchildren, and a third about a sheriff's son whose talent with a lasso comes in handy one day.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1864,,Stories of Dinosaurs,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5808/9781580869409.jpg,9781580869409,3.72,25,Hardback,English,"₹ 1,331.28",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1865,,Stories of Dogs,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794518219.jpg,9780794518219,4.44,16,Hardback,English,₹ 761.99,"Collects three stories featuring dogs, including one about a dog named Sprite who makes a surprising discovery at a dog show, another about a dog with remarkable wit and bravery, and a third in which a group of dogs outfox two bank robbers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1866,,Stories of Fairytale Castles,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794516796.jpg,9780794516796,4.04,28,Hardback,English,₹ 949.14,"Presents stories about an invisible castle, a haunted castle, and a contest to build the best castle.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1867,,Stories of Giants,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5808/9781580866149.jpg,9781580866149,4.19,36,Hardback,English,"₹ 1,331.28",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1868,,Stories of Haunted Houses,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794512217.jpg,9780794512217,4.06,18,Paperback,English,"₹ 7,651.68","Presents three stories about haunted places--one where the ghost needs a few lessons in haunting, one whose ghost saves the day, and one where the ghosts get shy when it comes to television.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1869,,Stories of Magic Ponies,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794517908.jpg,9780794517908,3.4,20,Hardback,English,"₹ 3,562.08","In three tales, Star tries to keep Coco from winning the Pony Island Beauty Contest, Moonbeam asks Shadow for help in changing her color, and the unicorn Bluebell tries to cast a magical spell.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1870,,Stories of Mermaids,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794525897.jpg,9780794525897,3.94,112,Hardback,English,"₹ 1,503.33","Collects three tales about mermaids--one who is poor and must steal to save her mother, one who solves a crime, and one who is willing to give up her tail for love.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1871,,Stories of Pirates,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794515423.jpg,9780794515423,4.02,97,Mixed media product,English,"₹ 1,331.28","In three tales, Pirate School graduate Charlie Crossbones buys a used parrot with a most upsetting habit, Molly Mullet uses her piloting skills to trick Captain Spike, and cabin boy Sam Sardine searches for the mysterious Masked Pirate.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1872,,Stories of Ponies,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794511623.jpg,9780794511623,3.86,22,Paperback,English,"₹ 7,651.68","Collects three stories about three ponies---one of whom has surprising talents, one who is nothing but trouble, and one who needs a small helping hand.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1873,,Stories of Princes & Princesses,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794509606.jpg,9780794509606,3.87,55,Mixed media product,English,"₹ 1,390.35",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1874,,Stories of Robots,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794511531.jpg,9780794511531,4.18,55,Mixed media product,English,"₹ 1,571.91","- Usborne Young Reading books have been paired with a delightful read-along CD, with sound effects.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1875,,Stories of Thor,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409550679.jpg,9781409550679,4,25,Hardback,English,₹ 822.66,"Three dramatically illustrated stories about Thor, the Norse god of thunder, specially written for readers who are growing in confidence. Thor never backs down from a fight, and can't resist a challenge. Here he wrestles a huge sea serpent, faces a cave full of giants and has to fight a frost giant - without his magical hammer.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1876,,Stories of Vampires,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409509967.jpg,9781409509967,3.59,29,Hardback,English,₹ 808.81,Three vampire tales for children ready to tackle longer and more complex stories. Young heroes and heroines meet pale and mysterious strangers. But whom should they trust? And will they survive the night? Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,-1,0,1,1,0,0,0
1877,,Stories of Witches,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5808/9781580866309.jpg,9781580866309,3.77,56,Hardback,English,"₹ 1,331.28",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,-1,0,1,1,0,0,0
1878,,Story of Flying,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4176/9781417633135.jpg,9781417633135,3.89,38,Hardback,English,₹ 671.39,Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1879,,Story of Football,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409545552.jpg,9781409545552,Not known,,Paperback,English,"₹ 1,331.28",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,-1,0,1,1,0,0,0
1880,,Strange Case of Dr Jekyll & Mr Hyde,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409508267.jpg,9781409508267,4,1,Paperback,English,₹ 822.49,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1881,,Strange Case of Dr Jekyll and Mr Hyde,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409506737.jpg,9781409506737,4.04,24,Hardback,English,₹ 822.66,"The classic tale by Robert Louis Stevenson retold for children ready to tackle longer and more complex stories. Something evil is loose in London. The menacing figure of Edward Hyde stalks the streets, barging into women, trampling children, and even murdering an old man. But who is Hyde? And what is his relationship with the respectable doctor, Henry Jekyll? Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,-1,0,1,1,0,0,0
1882,,SWAN PRINCESS,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080122.jpg,9780746080122,4.14,7,,English,"₹ 2,643.40",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
